Question;Type;Answer
what does vicodin look like;Appearance;"Color: WHITE Score: 2 pieces Shape: OVAL Size: 14mm Imprint Code: VICODIN;HP;10;300"
how much is fish oil daily dose;Dose;LC omega-3s are present in several dietary supplement formulations, including fish oil, krill oil, cod liver oil, and vegetarian products that contain algal oil. A typical fish oil supplement provides about 1,000 mg fish oil, containing 180 mg EPA and 120 mg DHA, but doses vary widely. Table 1 lists the current AIs for omega-3s in grams per day.
meropenem injection ip what is the rate of injection;Dose;"The recommended dose of Meropenem for Injection, USP is 500 mg given every 8 hours for skin and skin structure infections and 1 gram given every 8 hours for intra-abdominal infections. When treating complicated skin and skin structure infections caused by P. aeruginosa, a dose of 1 gram every 8 hours is recommended. 

Meropenem for Injection, USP should be administered by intravenous infusion over approximately 15 minutes to 30 minutes. Doses of 1 gram may also be administered as an intravenous bolus injection (5 mL to 20 mL) over approximately 3 minutes to 5 minutes."
how does vitamin d help our bodies;Action;"Vitamin D helps the body absorb calcium. Calcium and phosphate are two minerals that you must have for normal bone formation.

In childhood, your body uses these minerals to produce bones. If you do not get enough calcium, or if your body does not absorb enough calcium from your diet, bone production and bone tissues may suffer.

Vitamin D deficiency can lead to osteoporosis in adults or rickets in children."
what is xifaxan used for;Indication;"XIFAXAN is indicated for the treatment of travelers’ diarrhea (TD) caused by noninvasive strains of Escherichia coli in adults and pediatric patients 12 years of age and older.
XIFAXAN is indicated for reduction in risk of overt hepatic encephalopathy (HE) recurrence in adults.
XIFAXAN is indicated for the treatment of irritable bowel syndrome with diarrhea (IBS-D) in adults."
why synthroid is interfered by calcium;Interaction;Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex. Administer SYNTHROID at least 4 hours apart from these agents.
what happens when you mix cymbalta with muscle relaxes;Interaction;CNS Acting Drugs — Given the primary CNS effects of CYMBALTA, it should be used with caution when it is taken in combination with or substituted for other centrally acting drugs, including those with a similar mechanism of action [see Warnings and Precautions (5.12) and Drug Interactions (7.16)].
when to start tamiflu;Usage/time;"TAMIFLU is indicated for the treatment of acute, uncomplicated illness due to influenza A and B infection in patients 2 weeks of age and older who have been symptomatic for no more than 48 hours.
1.2 Prophylaxis of Influenza
TAMIFLU is indicated for the prophylaxis of influenza A and B in patients 1 year and older."
can i take vitamins with rasagiline?;Interaction;Results of a special tyramine challenge study indicate that rasagiline is selective for MAO-B at recommended doses and can be used without dietary tyramine restriction. However, certain foods may contain very high amounts (i.e., 150 mg or greater) of tyramine and could potentially cause a hypertensive reaction in individual patients taking rasagiline due to increased sensitivity to tyramine.
how to take clotrimazole;Usage;"Clotrimazole comes as a cream, lotion, powder, and solution to apply to the skin; lozenges (called troches) to dissolve in the mouth; and vaginal tablets and vaginal cream to be inserted into the vagina. Clotrimazole is usually used five times a day for 14 days for oral thrush, twice a day (in the morning and evening) for 2 to 8 weeks for skin infections, and once a day at bedtime for 3 or 7 days for vaginal infections. Follow the directions on the package or your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use clotrimazole exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor.

To use the topical cream, lotion, or solution, thoroughly clean the infected area, allow it to dry, and then gently rub the medication in until most of it disappears. Use just enough medication to cover the affected area. You should wash your hands after applying the medication.

The lozenges should be placed in the mouth and dissolved slowly over about 15 to 30 minutes. Do not chew or swallow the lozenges whole."
how to apply clonidine patch on chest;Usage;"Apply clonidine patches to clean, dry skin on a hairless area on the upper, outer arm or upper chest. Choose an area where it will not be rubbed by tight clothing. Do not apply patches to skin that has wrinkles or folds or to skin that is cut, scraped, irritated, scarred or recently shaved. You may bathe, swim, or shower while you are wearing a clonidine patch.

If the clonidine patch loosens while wearing it, apply the adhesive cover that comes with the patch. The adhesive cover will help to keep the clonidine patch on until it is time for the patch to be replaced. If the clonidine patch significantly loosens or falls off, replace it with a new one in a different area. Replace the new patch on your next scheduled patch change day."
do patients get better medication deposition when using a spacer?;Information;"In some cases, such as for children or older adults, using a spacer or valved holding chamber with an inhaler might make it easier to inhale the full dose. A spacer holds medication in a tube between the inhaler and your mouth after it's released. A valved holding chamber is a specialized spacer with a one-way valve to help regulate the flow of medication.

Releasing the medication into the spacer allows you to inhale more slowly, increasing the amount that reaches your lungs. Spacers and holding chambers require a prescription.

There are inhalers with built-in spacers. Others can be used with a spacer that attaches to the inhaler."
what color is the clonazepam;Appearance;yellow
how 9is cyanocobalamin adminitsered;Usage;Cyanocobalamin comes as a solution (liquid) to be injected into a muscle or just under the skin. It is usually injected by a healthcare provider in an office or clinic. You will probably receive cyanocobalamin injection once a day for the first 6-7 days of your treatment. As your red blood cells return to normal, you will probably receive the medication every other day for 2 weeks, and then every 3-4 days for 2-3 weeks. After your anemia has been treated, you will probably receive the medication once a month to prevent your symptoms from coming back.
how to stop pregabalin lyrica;Stopping/tapering;When discontinuing LYRICA, taper gradually over a minimum of 1 week.
i need to know how to use this medication ultibro;Usage;"The way to take this medicine: Inhalation
Store below 25 degrees Celsius
Protect from Moisture
Lifetime is 24 Months."
howmuch aspirin in butalbital;Ingredient;"Butalbital 50 mg; Aspirin 325 mg; Caffeine 40 mg"
shingles vaccine how often;Usage/time;The recommended schedule for live shingles vaccine is a single dose for adults 60 years of age and older.
show me omeprazole;Appearance;"Color: BROWN; Shape: OVAL; Size: 12mm; Imprint Code: 20"
what is u02 medicine;Appearance;imipramine pamoate, Hydrocodone Bitartrate and Acetaminophen
what does magnesium do to your body;Action;Magnesium is a nutrient that the body needs to stay healthy. Magnesium is important for many processes in the body, including regulating muscle and nerve function, blood sugar levels, and blood pressure and making protein, bone, and DNA.
shingles sq (zostavax) i have to take again ?;Usage/time;Zostavax is approved by the Food and Drug Administration for people aged 50 years and older. However, CDC does not have a recommendation for routine use of Zostavax in people 50 through 59 years old. Protection from this shingles vaccine lasts about 5 years, so adults vaccinated before they are 60 years old might not be protected later in life when the risk for shingles and its complications are greatest. Adults 50 through 59 years who have questions about shingles vaccine should discuss the risks and benefits with a healthcare provider.
what size bottle does latanoprost ophthalmic come in;Storage and disposal;Latanoprost ophthalmic solution is a sterile, clear, isotonic, buffered, preserved, colorless solution of latanoprost 0.005% (50 mcg/mL). It is supplied as a 2.5 mL solution in a 6 mL natural low density polyethylene bottle with a natural low density polyethylene dropper tip and a turquoise polyethylene screw cap.
how is bcg vaccine stored;Storage and disposal;"The intact vials of BCG VACCINE should be stored refrigerated at 2-8°C (36-46°F).

This agent contains live bacteria and should be protected from direct sunlight. The product should not be used after the expiration date printed on the label."
what is shingrix (rzv) recombinant vaccine;Information;"CDC recommends that healthy adults 50 years and older get two doses of the shingles vaccine called Shingrix (recombinant zoster vaccine), separated by 2 to 6 months, to prevent shingles and the complications from the disease. Your doctor or pharmacist can give you Shingrix as a shot in your upper arm.

Shingrix provides strong protection against shingles and PHN. Two doses of Shingrix is more than 90% effective at preventing shingles and PHN. Protection stays above 85% for at least the first four years after you get vaccinated. Shingrix is the preferred vaccine, over Zostavax® (zoster vaccine live), a shingles vaccine in use since 2006."
what is the max dose of oral iron supplement for senior citizen;Dose;"Table 1 lists the current iron RDAs for nonvegetarians. The RDAs for vegetarians are 1.8 times higher than for people who eat meat. This is because heme iron from meat is more bioavailable than nonheme iron from plant-based foods, and meat, poultry, and seafood increase the absorption of nonheme iron [5].

For infants from birth to 6 months, the FNB established an AI for iron that is equivalent to the mean intake of iron in healthy, breastfed infants.

Table 1: Recommended Dietary Allowances (RDAs) for Iron [5]
Age	Male	Female	Pregnancy	Lactation
Birth to 6 months	0.27 mg*	0.27 mg*	 	 
7–12 months	11 mg	11 mg	 	 
1–3 years	7 mg	7 mg	 	 
4–8 years	10 mg	10 mg	 	 
9–13 years	8 mg	8 mg	 	 
14–18 years	11 mg	15 mg	27 mg	10 mg
19–50 years	8 mg	18 mg	27 mg	9 mg
51+ years	8 mg	8 mg"
what is a normal dosage of klonopin;Dose;"Seizure Disorders
The use of multiple anticonvulsants may result in an increase of CNS depressant adverse effects. This should be considered before adding Klonopin to an existing anticonvulsant regimen.

Adults

The initial dose for adults with seizure disorders should not exceed 1.5 mg/day divided into three doses. Dosage may be increased in increments of 0.5 to 1 mg every 3 days until seizures are adequately controlled or until side effects preclude any further increase. Maintenance dosage must be individualized for each patient depending upon response. Maximum recommended daily dose is 20 mg."
how often can a prescription of fentanyl be called in;Usage;"Fentanyl comes as four different transmucosal products and several other types of products. The medication in each product is absorbed differently by the body, so one product cannot be substituted for any other fentanyl product. If you are switching from one product to another, your doctor will prescribe a dose that is best for you.

A program has been set up for each fentanyl product to decrease the risk of using the medication. Your doctor will need to enroll in the program in order to prescribe fentanyl and you will need to have your prescription filled at a pharmacy that is enrolled in the program. As part of the program, your doctor will talk with you about the risks and benefits of using fentanyl and about how to safely use, store, and dispose of the medication. After you talk with your doctor, you will sign a form acknowledging that you understand the risks of using fentanyl and that you will follow your doctor's instructions to use the medication safely. Your doctor will give you more information about the program and how to get your medication and will answer any questions you have about the program and your treatment with fentanyl."
how long does stomach take to empty for fosamax;Action/time;"Absorption

Relative to an intravenous reference dose, the mean oral bioavailability of alendronate in women was 0.64% for doses ranging from 5 to 70 mg when administered after an overnight fast and two hours before a standardized breakfast. Oral bioavailability of the 10 mg tablet in men (0.59%) was similar to that in women when administered after an overnight fast and 2 hours before breakfast.

FOSAMAX 70 mg oral solution and FOSAMAX 70 mg tablet are equally bioavailable.

A study examining the effect of timing of a meal on the bioavailability of alendronate was performed in 49 postmenopausal women. Bioavailability was decreased (by approximately 40%) when 10 mg alendronate was administered either 0.5 or 1 hour before a standardized breakfast, when compared to dosing 2 hours before eating. In studies of treatment and prevention of osteoporosis, alendronate was effective when administered at least 30 minutes before breakfast.

Bioavailability was negligible whether alendronate was administered with or up to two hours after a standardized breakfast. Concomitant administration of alendronate with coffee or orange juice reduced bioavailability by approximately 60%."
"how should i dilute ceftriaxone ""infection?""";Usage;Ceftriaxone has been shown to be compatible with Flagyl®*IV (metronidazole hydrochloride). The concentration should not exceed 5 to 7.5 mg/mL metronidazole hydrochloride with ceftriaxone 10 mg/mL as an admixture. The admixture is stable for 24 hours at room temperature only in 0.9% sodium chloride injection or 5% dextrose in water (D5W). No compatibility studies have been conducted with the Flagyl®*IV RTU® or using other diluents. Metronidazole at concentrations greater than 8 mg/mL will precipitate. Do not refrigerate the admixture as precipitation will occur.
fluoxetine what mgs are available;Dose;"20 mg, Capsule is a Dark blue opaque cap and Light blue opaque body, imprinted with “20” on the cap and “A106” on the body.

40 mg, Capsule is a Light blue opaque cap and Light blue opaque body, imprinted with “40” on the cap and “A107” on the body."
how long can i take ibuprofen;Usage/time;"It's safe to take ibuprofen regularly for many years if you need to as long as you don't take more than the recommended dosage.
If you need to take ibuprofen by mouth for a long time and you're at risk of getting a stomach ulcer, your doctor may prescribe a medicine to help protect your stomach."
how can i split a 3mg or 4mg waefin pill so i can get a 2.5mg pill;Usage;"Warfarin comes as a tablet to take by mouth. It is usually taken once a day with or without food. Take warfarin at around the same time every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take warfarin exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor. Call your doctor immediately if you take more than your prescribed dose of warfarin.

Your doctor will probably start you on a low dose of warfarin and gradually increase or decrease your dose based on the results of your blood tests. Make sure you understand any new dosing instructions from your doctor."
does doxycycline contain resin and shellac in it. ?;Ingredient;"INACTIVE INGREDIENTS:
SILICON DIOXIDE 
STARCH, CORN 
CROSCARMELLOSE SODIUM 
DOCUSATE SODIUM  
SODIUM BENZOATE 	 
MAGNESIUM STEARATE 	 
CELLULOSE, MICROCRYSTALLINE  
FD&C BLUE NO. 2  
FD&C YELLOW NO. 6 
HYPROMELLOSES 	 
POLYETHYLENE GLYCOLS 
TITANIUM DIOXIDE"
wht is a normal dose daily for ativan?;Dose;"Ativan (lorazepam) is administered orally. For optimal results, dose, frequency of administration, and duration of therapy should be individualized according to patient response. To facilitate this, 0.5 mg, 1 mg, and 2 mg tablets are available.

The usual range is 2 to 6 mg/day given in divided doses, the largest dose being taken before bedtime, but the daily dosage may vary from 1 to 10 mg/day.

For anxiety, most patients require an initial dose of 2 to 3 mg/day given two times a day or three times a day.

For insomnia due to anxiety or transient situational stress, a single daily dose of 2 to 4 mg may be given, usually at bedtime.

For elderly or debilitated patients, an initial dosage of 1 to 2 mg/day in divided doses is recommended, to be adjusted as needed and tolerated.

The dosage of Ativan (lorazepam) should be increased gradually when needed to help avoid adverse effects. When higher dosage is indicated, the evening dose should be increased before the daytime doses."
ok to use expired lidocaine patches??;Storage and disposal;"A 2006 study of 122 drugs tested by the program showed that two-thirds of the expired medications were stable every time a lot was tested. Each of them had their expiration dates extended, on average, by more than four years, according to research published in the Journal of Pharmaceutical Sciences.

Some that failed to hold their potency include the common asthma inhalant albuterol, the topical rash spray diphenhydramine, and a local anesthetic made from lidocaine and epinephrine, the study said"
"how often is the tetanus shot ""given?""";Usage/time;"Everyone needs tetanus vaccines throughout their lives. That means everyone needs to get vaccinated as babies, children, and adults.

Infants and children birth through age 6
Young children need the DTaP vaccine as part of their routine vaccine schedule. Young children need a dose of the vaccine at:

2 months
4 months
6 months
15 through 18 months
4 through 6 years
If your child has had a serious reaction to the whooping cough part of the DTaP vaccine, they may be able to get the DT vaccine instead. 
Preteens and teens ages 7 through 18
Older children need 1 booster shot of the Tdap vaccine at age 11 or 12 as part of their routine vaccine schedule.
Adults age 19 and older
Adults need 1 booster shot of the Td vaccine every 10 years as part of their routine vaccine schedule. If you get a deep cut or a burn, you may need the booster earlier — especially if the cut or burn is dirty.

If you missed the Tdap booster as a teen, you’ll need to get a Tdap booster instead to make sure you have protection from whooping cough.

Pregnant women
Pregnant women need 1 booster shot of the Tdap vaccine during the third trimester of each pregnancy."
why take simvastatin;Indication;Simvastatin is used together with diet, weight-loss, and exercise to reduce the risk of heart attack and stroke and to decrease the chance that heart surgery will be needed in people who have heart disease or who are at risk of developing heart disease. Simvastatin is also used to decrease the amount of fatty substances such as low-density lipoprotein (LDL) cholesterol (''bad cholesterol'') and triglycerides in the blood and to increase the amount of high-density lipoprotein (HDL) cholesterol (''good cholesterol'') in the blood. Simvastatin may also be used to decrease the amount of cholesterol and other fatty substances in the blood in children and teenagers 10 to 17 years of age who have familial heterozygous hypercholesterolemia (an inherited condition in which cholesterol cannot be removed from the body normally). Simvastatin is in a class of medications called HMG-CoA reductase inhibitors (statins). It works by slowing the production of cholesterol in the body to decrease the amount of cholesterol that may build up on the walls of the arteries and block blood flow to the heart, brain, and other parts of the body.
what is the medication thera tab used to treat?;Indication;This medication is a multivitamin product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during pregnancy.
how should i stop taking heparin?;Stopping/tapering;Unlike warfarin, which requires a slow reduction, heparin treatment can be started and stopped quickly.
what spices can be used while on warfarin;Interaction;We found 58 different plants that may alter the blood haemostasis and anticoagulation with warfarin. The herbs that showed the greatest potential to interact with warfarin include garlic, ginger, ginkgo, St. John's wort, and ginseng, i.e. plants normally consumed as food and also used for therapeutic purposes. The interactions between drugs and herbs are varied because of the complex chemical matrix of plants. Mainly coumarins, quinones, xanthones, terpenes, lignans, and vitamin K showed significant influence on warfarin treatment. In general, these plants can potentiate the effect of warfarin by stimulating anticoagulation in multiple ways, and the clinical outcome associated with this interaction is the increase of bleeding risk.
how do steroids effect the digestive system;Side effects;teroid abuse can also be hepatotoxic, promoting disturbances such as biliary stasis, peliosis hepatis, and even hepatomas, which are all usually reversible upon discontinuation.
how do steroids effect the digestive system;Side effects;Corticosteroid use was associated with increased risk of gastrointestinal bleeding and perforation. The increased risk was statistically significant for hospitalised patients only. For patients in ambulatory care, the total occurrence of bleeding or perforation was very low, and the increased risk was not statistically significant.
tylenol pm mg?;Dose;"Acetaminophen 500 mg; Diphenhydramine HCl 25 mg"
what should i do if i just started taking an antibiotic and i am experiencing diahreea;Side effects;Call your doctor right away if you have serious signs and symptoms of antibiotic-associated diarrhea. These signs and symptoms are common to a number of conditions, so your doctor might recommend tests to determine the cause.
"is there danger in stopping sertraline form ""days?""";Stopping/tapering;"Discontinuation of Treatment with Sertraline

Symptoms associated with discontinuation of sertraline and other SSRIs and SNRIs, have been reported (see PRECAUTIONS). Patients should be monitored for these symptoms when discontinuing treatment. A gradual reduction in the dose rather than abrupt cessation is recommended whenever possible. If intolerable symptoms occur following a decrease in the dose or upon discontinuation of treatment, then resuming the previously prescribed dose may be considered. Subsequently, the physician may continue decreasing the dose but at a more gradual rate."
what time should take memantine;Usage/time;Memantine comes as a tablet, a solution (liquid), and an extended-release (long-acting) capsule to take by mouth. The solution and tablet are usually taken once or twice a day with or without food. The capsule is taken once a day with or without food.
"trospium chloride in patients with neurogenic detrusor ""over activity:"" is dose titration of benefit to the ""patients?""";Usage;"The recommended dose is 20 mg twice daily. Trospium chloride tablets should be dosed at least one hour before meals or given on an empty stomach. 

Dosage modification is recommended in the following patient populations:

For patients with severe renal impairment (creatinine clearance less than 30 mL/min), the recommended dose is 20 mg once daily at bedtime [see WARNINGS AND PRECAUTIONS (5.5), USE IN SPECIFIC POPULATIONS (8.6), and CLINICAL PHARMACOLOGY (12.3)].
In geriatric patients greater than or equal to 75 years of age, dose may be titrated down to 20 mg once daily based upon tolerability [see USE IN SPECIFIC POPULATIONS (8.5)]."
what is the purpose or desired effect of aspirin;Indication;Prescription aspirin is used to relieve the symptoms of rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), osteoarthritis (arthritis caused by breakdown of the lining of the joints), systemic lupus erythematosus (condition in which the immune system attacks the joints and organs and causes pain and swelling) and certain other rheumatologic conditions (conditions in which the immune system attacks parts of the body). Nonprescription aspirin is used to reduce fever and to relieve mild to moderate pain from headaches, menstrual periods, arthritis, colds, toothaches, and muscle aches. Nonprescription aspirin is also used to prevent heart attacks in people who have had a heart attack in the past or who have angina (chest pain that occurs when the heart does not get enough oxygen). Nonprescription aspirin is also used to reduce the risk of death in people who are experiencing or who have recently experienced a heart attack. Nonprescription aspirin is also used to prevent ischemic strokes (strokes that occur when a blood clot blocks the flow of blood to the brain) or mini-strokes (strokes that occur when the flow of blood to the brain is blocked for a short time) in people who have had this type of stroke or mini-stroke in the past. Aspirin will not prevent hemorrhagic strokes (strokes caused by bleeding in the brain). Aspirin is in a group of medications called salicylates. It works by stopping the production of certain natural substances that cause fever, pain, swelling, and blood clots.
qvar 40mcg what is it doe;Indication;"QVAR® is indicated in the maintenance treatment of asthma as prophylactic therapy in patients 5 years of age and older.

Important Limitations of Use: QVAR is NOT indicated for the relief of acute bronchospasm."
what are the ingredients in cephalexin;Ingredient;CEPHALEXIN ANHYDROUS  250 mg
what is the effect of eliquis and cialis;Interaction;liquis active compound is Apixaban. Apixaban prevents blood from forming clothes and is prescribed to reduce risk of systemic embolism associated with nonvalvular atrial fibrillation and stroke. There are no reports that suggest interaction when used together with Tadalafil. This does not mean that the side effects are not possible. Always consult a doctor before taking these medications together. Never stop using a medication prescribed by a doctor without its advice. It is important to tell the health care provider about all other medications in current use, including vitamin supplements and herbs. Patients should call doctor if they experience of the following symptoms, sign of potential toxicity such as dizziness, nausea, diarrhea, irregular heartbeat, visual disturbances in one or both eyes, pain or tightness in the chest or jaw, shortness of breath, prolonged erection for more than 4 hours.
jalyn 0.5-0.4 mg capsule?;Information;"1.1 Benign Prostatic Hyperplasia (BPH) Treatment
JALYN (dutasteride and tamsulosin hydrochloride) capsules are indicated for the treatment of symptomatic BPH in men with an enlarged prostate.

1.2 Limitations of Use
Dutasteride-containing products, including JALYN, are not approved for the prevention of prostate cancer."
topiramate?;Information;"Topiramate is used alone or with other medications to treat certain types of seizures including primary generalized tonic-clonic seizures (formerly known as a grand mal seizure; seizure that involves the entire body) and partial onset seizures (seizures that involve only one part of the brain). Topiramate is also used with other medications to control seizures in people who have Lennox-Gastaut syndrome (a disorder that causes seizures and developmental delays). Topiramate is also used to prevent migraine headaches but not to relieve the pain of migraine headaches when they occur. Topiramate is in a class of medications called anticonvulsants. It works by decreasing abnormal excitement in the brain."
"show spironolactone 30mg ""tab/accord"" healthcare";Appearance;Spironolactone oral tablets contain 25 mg, 50 mg, or 100 mg of the aldosterone antagonist spironolactone
how long after steroids to see results;Action/time;You may have heard of anabolic steroids, which can have harmful effects. But there's another type of steroid - sometimes called a corticosteroid - that treats a variety of problems. These steroids are similar to hormones that your adrenal glands make to fight stress associated with illnesses and injuries. They reduce inflammation and affect the immune system.
exercise restrictions with taking moxifloxacin?;Usage;"Fluoroquinolones, including Moxifloxacin Tablets, have been associated with an increased risk of tendinitis and tendon rupture in all ages [see Warnings and Precautions ( 5.1) and Adverse Reactions ( 6.2)] . This adverse reaction most frequently involves the Achilles tendon, and has also been reported with the rotator cuff (the shoulder), the hand, the biceps, the thumb, and other tendons. Tendinitis or tendon rupture can occur within hours or days of starting moxifloxacin or as long as several months after completion of therapy. Tendinitis and tendon rupture can occur bilaterally.

The risk of developing fluoroquinolone-associated tendinitis and tendon rupture is increased in patients over 60 years of age, in patients taking corticosteroid drugs, and in patients with kidney, heart or lung transplants. Other factors that may independently increase the risk of tendon rupture include strenuous physical activity, renal failure, and previous tendon disorders such as rheumatoid arthritis. Tendinitis and tendon rupture have also occurred in patients taking fluoroquinolones who do not have the above risk factors. Discontinue Moxifloxacin Tablets immediately if the patient experiences pain, swelling, inflammation or rupture of a tendon. Patients should be advised to rest at the first sign of tendinitis or tendon rupture, and to contact their healthcare provider regarding changing to a non-quinolone antimicrobial drug. Avoid fluoroquinolones, including Moxifloxacin Tablets, in patients who have a history of tendon disorders or who have experienced tendinitis or tendon rupture [see Adverse Reactions"
what are fat soluable vitamins.;Information;"As is the case with all dietary supplements, the decision to use supplemental vitamins should not be taken lightly, says Vasilios Frankos, Ph.D., Director of FDA's Division of Dietary Supplement Programs.
""Vitamins are not dangerous unless you get too much of them,"" he says. ""More is not necessarily better with supplements, especially if you take fat-soluble vitamins.” For some vitamins and minerals, the National Academy of Sciences has established upper limits of intake (ULs) that it recommends not be exceeded during any given day. (For more information, visit www.nap.edu/catalog.php?record_id=6432#toc

Also, the AAFP lists the following side effects that are sometimes associated with taking too much of a vitamin.

Fat-soluble Vitamins

A (retinol, retinal, retinoic acid): Nausea, vomiting, headache, dizziness, blurred vision, clumsiness, birth defects, liver problems, possible risk of osteoporosis. You may be at greater risk of these effects if you drink high amounts of alcohol or you have liver problems, high cholesterol levels or don't get enough protein.
D (calciferol): Nausea, vomiting, poor appetite, constipation, weakness, weight loss, confusion, heart rhythm problems, deposits of calcium and phosphate in soft tissues.
If you take blood thinners, talk to your doctor before taking vitamin E or vitamin K pills."
vaccine when pregnant;Information;"Vaccines help keep your pregnant patients and their
  
growing families healthy."
vit b12 tabet?;Dose;"Vitamin B12 is found in almost all multivitamins. Dietary supplements that contain only vitamin B12, or vitamin B12 with nutrients such as folic acid and other B vitamins, are also available. Check the Supplement Facts label to determine the amount of vitamin B12 provided.

Vitamin B12 is also available in sublingual forms (which are dissolved under the tongue). There is no evidence that sublingual forms are better absorbed than pills that are swallowed.

A prescription form of vitamin B12 can be administered as a shot. This is usually used to treat vitamin B12 deficiency. Vitamin B12 is also available as a prescription medication in nasal gel form (for use in the nose)."
pneumonia vaccine is good for how long?;Usage/duration;"CDC recommends routine administration of pneumococcal conjugate vaccine (PCV13 or Prevnar13®) for all children younger than 2 years of age:
Give PCV13 to infants as a series of 4 doses, one dose at each of these ages: 2 months, 4 months, 6 months, and 12 through 15 months.
Children who miss their shots or start the series later should still get the vaccine. The number of doses recommended and the intervals between doses will depend on the child’s age when vaccination begins.
CDC recommends pneumococcal vaccination (PCV13 or Prevnar13®, and PPSV23 or Pneumovax23®) for all adults 65 years or older:
Give a dose of PCV13 to adults 65 years or older who have not previously received a dose. Then administer a dose of PPSV23 at least 1 year later.
If the patient already received one or more doses of PPSV23, give the dose of PCV13 at least 1 year after they received the most recent dose of PPSV23."
pneumonia vaccine is good for how long?;Storage and disposal;Do not use any pneumococcal vaccine beyond the expiration date printed on the label.
how often should adult take pneumonia vaccine;Usage/duration;"CDC recommends pneumococcal vaccination (PCV13 or Prevnar13®, and PPSV23 or Pneumovax23®) for all adults 65 years or older:
Give a dose of PCV13 to adults 65 years or older who have not previously received a dose. Then administer a dose of PPSV23 at least 1 year later.
If the patient already received one or more doses of PPSV23, give the dose of PCV13 at least 1 year after they received the most recent dose of PPSV23."
what mg. does meprobamate have?;Dose;"Meprobamate Tablets USP 200 mg are scored, round, white tablets imprinted 591-B supplied in bottles of 100 and 1000.

Meprobamate Tablets USP 400 mg are scored, round, white tablets imprinted 591-A supplied in bottles of 100 and 1000."
what happens if voiting happens after taking a medication;Information;Of the 76 responses from the study hospital, 65 were suitable for analysis. Many respondents reported encountering vomiting after administration of oral medications on a weekly (25 [38%]) or monthly (24 [37%]) basis. Most of the respondents reported that they would follow a general rule to redose if vomiting occurred within 30 min (39 [60%]) or 15 min (21 [32%]) after initial ingestion. When respondents were asked to rate the importance of 8 factors potentially affecting the decision to redose, more than half indicated that time after dose ingestion (59 [91%]), medication type (45 [69%]), patient status (39 [60%]), and visibility of medication in the vomitus (36 [55%]) were very important. Of the 53 respondents to the survey of health care professionals at other institutions, 16 (30%) indicated that their pediatric hospital or ward had a guideline on redosing in cases of vomiting after administration of oral medications. Most respondents (12/13 [92%]) stated that the guideline took into account the interval between initial ingestion and vomiting.
influenza when received;Usage/time;"You should get a flu vaccine before flu begins spreading in your community. It takes about two weeks after vaccination for antibodies that protect against flu to develop in the body. CDC recommends that people get a flu vaccine by the end of October.  Getting vaccinated later, however, can still be beneficial and vaccination should continue to be offered throughout the flu season, even into January or later.

Children who need two doses of vaccine to be protected should start the vaccination process sooner, because the two doses must be given at least four weeks apart."
prevnar >65what is this vaccine used for?;Indication;The pneumococcal conjugate vaccine (PCV13 or Prevnar 13®) provides protection against the 13 serotypes responsible for most severe illness. The vaccine can also help prevent some ear infections. CDC recommends administering PCV13 as a four-dose series at 2, 4, 6, and 12 through 15 months of life. Research shows that this vaccine is very effective at preventing infection resulting from the serotypes contained in the vaccine. PCV13 should also be administered to all adults 65 years or older and to some adults 19 through 64 years of age with conditions that put them at increased risk for pneumococcal disease.
what is clotrimazole and betamethasone dipropionage cream;Information;Clotrimazole and betamethasone dipropionate cream is a combination of an azole antifungal and corticosteroid and is indicated for the topical treatment of symptomatic inflammatory tinea pedis, tinea cruris, and tinea corporis due to Epidermophyton floccosum, Trichophyton mentagrophytes, and Trichophyton rubrum in patients 17 years and older.
levodopa carbidopa what will these drugs do to me if i take alcohol;Interaction;Alcohol can make the side effects from levodopa and carbidopa worse.
how often do you need a zoster vaccine?;Usage/time;"People 60 years of age or older should get shingles vaccine (Zostavax). They should get the vaccine whether or not they recall having had chickenpox, which is caused by the same virus as shingles. Studies show that more than 99% of Americans aged 40 and older have had chickenpox, even if they don’t remember getting the disease. There is no maximum age for getting shingles vaccine.

A new shingles vaccine called Shingrix was licensed by the U.S. Food and Drug Administration (FDA) in 2017. CDC recommends that healthy adults 50 years and older get two doses of Shingrix, 2 to 6 months apart. Shingrix provides strong protection against shingles and PHN. Shingrix is the preferred vaccine, over Zostavax.

Even if you have had shingles, you can still receive shingles vaccine to help prevent future occurrences of the disease. There is no specific length of time you must wait after having shingles before receiving shingles vaccine, but generally you should make sure the shingles rash has disappeared before getting vaccinated. The decision on when to get vaccinated should be made with your healthcare provider."
do prescription antacids help prevent reocurrence of arts?;Action;"Antacids help to treat heartburn (indigestion). They work by neutralizing the stomach acid that causes heartburn.

You can buy many antacids without a prescription. Liquid forms work faster, but you may like tablets because they are easy to use.

All antacids work equally well, but they can cause different side effects. If you use antacids often and have problems with side effects, talk with your health care provider."
